% ARFF file produced for W4705 HW2 assignment
% Generated: 2007-10-25 05:12:49.968750

@RELATION       source_type

@ATTRIBUTE      text_length     numeric
@ATTRIBUTE      asciihigh_cnt   numeric
@ATTRIBUTE      caps_cnt        numeric
@ATTRIBUTE      BN1_cnt         numeric
@ATTRIBUTE      NWIRE1_cnt      numeric
@ATTRIBUTE      BN2_cnt         numeric
@ATTRIBUTE      NWIRE2_cnt      numeric
@ATTRIBUTE      BN3_cnt         numeric
@ATTRIBUTE      NWIRE3_cnt      numeric
@ATTRIBUTE      class           {BN, NWIRE}


@DATA
2002, 0, 50, 100, 25, 5, 1, 0, 1, NWIRE
3079, 0, 105, 144, 27, 2, 2, 1, 0, NWIRE
2099, 0, 74, 84, 17, 0, 2, 0, 1, NWIRE
2251, 0, 93, 112, 34, 1, 1, 0, 0, NWIRE
3275, 0, 154, 187, 34, 2, 4, 1, 0, NWIRE
3795, 0, 110, 159, 34, 1, 4, 0, 0, NWIRE
3823, 0, 110, 161, 34, 1, 4, 0, 1, NWIRE
407, 0, 21, 18, 5, 0, 0, 0, 0, NWIRE
3489, 0, 102, 208, 49, 2, 0, 1, 0, NWIRE
1824, 0, 76, 117, 32, 0, 1, 0, 0, NWIRE
4440, 0, 217, 260, 59, 1, 1, 0, 0, NWIRE
2634, 0, 95, 149, 16, 1, 2, 0, 0, NWIRE
3379, 0, 109, 193, 26, 2, 3, 0, 1, NWIRE
2237, 0, 99, 117, 20, 0, 2, 0, 0, NWIRE
5602, 0, 210, 306, 54, 1, 2, 0, 0, NWIRE
3096, 0, 118, 183, 31, 3, 1, 1, 0, NWIRE
4975, 0, 144, 297, 56, 0, 4, 0, 0, NWIRE
4564, 0, 152, 281, 42, 1, 2, 0, 0, NWIRE
3131, 0, 86, 228, 43, 0, 5, 0, 0, NWIRE
2867, 0, 55, 151, 43, 3, 1, 0, 0, NWIRE
2740, 0, 92, 125, 19, 0, 1, 0, 0, NWIRE
5677, 0, 184, 347, 50, 5, 8, 0, 1, NWIRE
4229, 0, 131, 241, 43, 1, 2, 0, 1, NWIRE
1847, 0, 100, 91, 17, 1, 0, 0, 0, NWIRE
3769, 0, 116, 223, 43, 2, 1, 0, 0, NWIRE
4845, 0, 89, 259, 47, 4, 3, 2, 1, NWIRE
1190, 0, 0, 43, 21, 0, 0, 0, 1, NWIRE
1047, 0, 0, 57, 7, 2, 1, 0, 0, NWIRE
367, 0, 0, 17, 11, 0, 0, 0, 0, NWIRE
953, 0, 0, 48, 18, 0, 0, 0, 1, NWIRE
649, 0, 0, 36, 3, 0, 1, 0, 0, NWIRE
2336, 0, 0, 120, 20, 1, 2, 1, 0, NWIRE
1976, 0, 0, 110, 48, 1, 2, 0, 4, NWIRE
670, 0, 0, 53, 13, 0, 0, 0, 0, NWIRE
284, 0, 0, 21, 4, 0, 0, 0, 0, NWIRE
776, 0, 0, 44, 7, 0, 1, 0, 0, NWIRE
2874, 0, 0, 194, 41, 2, 3, 0, 1, NWIRE
1706, 0, 0, 100, 19, 1, 1, 0, 1, NWIRE
1292, 0, 0, 75, 13, 1, 1, 0, 1, NWIRE
1763, 0, 0, 114, 9, 0, 0, 0, 1, NWIRE
878, 0, 0, 50, 6, 0, 0, 0, 0, NWIRE
958, 0, 0, 46, 12, 0, 1, 0, 1, NWIRE
1341, 0, 0, 77, 15, 0, 0, 0, 0, NWIRE
3571, 0, 2, 227, 39, 2, 9, 1, 2, NWIRE
861, 0, 0, 61, 11, 1, 1, 0, 0, NWIRE
1008, 0, 0, 57, 20, 0, 5, 0, 2, NWIRE
3631, 0, 0, 219, 42, 1, 6, 0, 3, NWIRE
1621, 0, 0, 93, 19, 1, 4, 0, 0, NWIRE
1726, 0, 0, 110, 19, 4, 0, 0, 1, NWIRE
1726, 0, 0, 111, 20, 4, 0, 0, 1, NWIRE
3443, 0, 0, 174, 61, 0, 7, 0, 3, NWIRE
1870, 0, 0, 113, 8, 0, 0, 0, 0, NWIRE
283, 0, 0, 17, 2, 0, 0, 0, 0, NWIRE
688, 0, 0, 46, 8, 0, 4, 0, 0, NWIRE
1488, 0, 0, 80, 17, 0, 1, 0, 1, NWIRE
3149, 0, 0, 183, 34, 0, 4, 0, 1, NWIRE
9748, 0, 0, 576, 97, 3, 12, 0, 4, NWIRE
5040, 0, 1, 307, 60, 3, 6, 0, 2, NWIRE
2654, 0, 0, 163, 30, 6, 4, 0, 3, NWIRE
3793, 0, 0, 253, 45, 2, 5, 0, 5, NWIRE
17897, 14, 0, 1056, 181, 7, 15, 0, 6, NWIRE
5942, 0, 0, 381, 60, 0, 6, 0, 1, NWIRE
3685, 0, 0, 234, 42, 1, 5, 0, 3, NWIRE
3479, 0, 0, 243, 17, 2, 5, 0, 0, NWIRE
4521, 0, 0, 323, 58, 0, 4, 0, 0, NWIRE
4636, 0, 0, 322, 87, 2, 3, 0, 1, NWIRE
9458, 0, 0, 615, 94, 7, 10, 0, 3, NWIRE
5468, 0, 0, 359, 74, 1, 3, 0, 3, NWIRE
3664, 0, 0, 236, 40, 2, 2, 0, 0, NWIRE
2808, 0, 0, 157, 30, 3, 0, 0, 0, NWIRE
1019, 0, 0, 61, 14, 1, 0, 0, 1, NWIRE
1010, 0, 0, 58, 16, 0, 2, 0, 0, NWIRE
6516, 0, 0, 490, 73, 8, 5, 0, 2, NWIRE
2765, 0, 0, 180, 24, 1, 6, 0, 0, NWIRE
11493, 0, 0, 647, 109, 5, 12, 0, 4, NWIRE
5438, 64, 76, 263, 67, 0, 0, 0, 0, NWIRE
2827, 32, 26, 123, 30, 0, 4, 0, 0, NWIRE
3441, 14, 84, 172, 21, 0, 0, 0, 0, NWIRE
1571, 50, 23, 79, 11, 0, 1, 0, 0, NWIRE
2098, 30, 51, 130, 34, 0, 2, 0, 0, NWIRE
2651, 28, 58, 142, 19, 0, 0, 0, 0, NWIRE
3347, 56, 47, 183, 34, 0, 0, 0, 0, NWIRE
3339, 42, 51, 150, 29, 0, 0, 0, 0, NWIRE
1841, 70, 31, 77, 11, 0, 0, 0, 0, NWIRE
844, 4, 33, 29, 2, 0, 0, 0, 0, NWIRE
4142, 76, 121, 187, 52, 1, 2, 0, 0, NWIRE
1503, 14, 16, 62, 11, 0, 0, 0, 0, NWIRE
1176, 4, 25, 58, 7, 0, 0, 0, 0, NWIRE
2324, 48, 37, 147, 31, 0, 1, 0, 0, NWIRE
860, 6, 19, 32, 12, 0, 0, 0, 0, NWIRE
1369, 10, 21, 71, 11, 1, 0, 0, 0, NWIRE
1985, 16, 22, 120, 25, 0, 2, 0, 0, NWIRE
570, 0, 6, 28, 1, 0, 0, 0, 0, NWIRE
10656, 134, 96, 448, 81, 0, 0, 0, 0, NWIRE
1661, 0, 27, 74, 25, 0, 0, 0, 0, NWIRE
7429, 0, 289, 426, 55, 3, 4, 1, 0, NWIRE
2968, 0, 93, 141, 31, 1, 3, 1, 0, NWIRE
1770, 0, 51, 105, 33, 0, 3, 0, 0, NWIRE
469, 0, 16, 33, 2, 0, 1, 0, 0, NWIRE
433, 0, 21, 20, 1, 0, 0, 0, 0, NWIRE
2142, 0, 70, 128, 20, 1, 1, 0, 1, NWIRE
2551, 0, 112, 149, 34, 0, 3, 0, 1, NWIRE
3273, 0, 122, 226, 18, 0, 3, 0, 0, NWIRE
2693, 0, 91, 132, 39, 4, 2, 0, 1, NWIRE
2007, 0, 96, 96, 14, 0, 0, 0, 0, NWIRE
1577, 0, 70, 86, 12, 0, 0, 0, 0, NWIRE
731, 0, 24, 37, 11, 0, 0, 0, 0, NWIRE
2657, 0, 69, 148, 39, 0, 1, 0, 0, NWIRE
2034, 0, 79, 100, 17, 0, 2, 0, 1, NWIRE
752, 0, 38, 52, 10, 0, 0, 0, 1, NWIRE
2138, 0, 75, 127, 12, 0, 0, 0, 0, NWIRE
2069, 0, 102, 98, 15, 0, 0, 0, 0, NWIRE
2123, 0, 68, 136, 21, 0, 0, 0, 3, NWIRE
2838, 0, 75, 129, 29, 1, 2, 0, 0, NWIRE
4050, 0, 119, 194, 33, 0, 4, 1, 0, NWIRE
1714, 0, 49, 92, 18, 0, 0, 0, 0, NWIRE
2138, 0, 75, 127, 12, 0, 0, 0, 0, NWIRE
2282, 0, 53, 128, 51, 0, 0, 0, 0, NWIRE
1942, 0, 71, 102, 11, 0, 1, 0, 0, NWIRE
2220, 0, 70, 137, 33, 0, 0, 0, 0, NWIRE
5561, 0, 1, 298, 68, 1, 23, 0, 3, NWIRE
7430, 0, 0, 500, 79, 0, 7, 3, 2, NWIRE
157, 0, 1, 16, 3, 0, 1, 0, 0, NWIRE
1282, 0, 0, 80, 8, 1, 2, 0, 0, NWIRE
1772, 0, 0, 86, 14, 0, 1, 0, 1, NWIRE
5248, 0, 0, 353, 52, 2, 10, 0, 0, NWIRE
1168, 0, 0, 90, 20, 2, 4, 1, 1, NWIRE
4915, 4, 0, 294, 65, 2, 9, 0, 1, NWIRE
7124, 0, 0, 430, 86, 0, 17, 0, 6, NWIRE
1685, 0, 0, 80, 25, 0, 3, 0, 2, NWIRE
4311, 0, 0, 255, 65, 3, 8, 0, 4, NWIRE
142, 0, 0, 6, 3, 0, 1, 0, 0, NWIRE
99, 0, 0, 5, 1, 0, 1, 0, 0, NWIRE
111, 0, 0, 6, 2, 0, 1, 0, 0, NWIRE
4678, 0, 0, 282, 49, 4, 8, 0, 3, NWIRE
722, 0, 0, 42, 10, 0, 1, 0, 1, NWIRE
699, 0, 0, 27, 10, 0, 3, 0, 0, NWIRE
7264, 0, 0, 440, 77, 2, 9, 0, 0, NWIRE
239, 0, 0, 22, 2, 0, 1, 0, 1, NWIRE
19072, 0, 0, 1211, 224, 13, 40, 0, 36, NWIRE
7990, 0, 0, 528, 103, 1, 31, 0, 6, NWIRE
1801, 0, 0, 111, 22, 1, 4, 0, 1, NWIRE
11385, 22, 0, 712, 141, 0, 20, 0, 4, NWIRE
3500, 0, 0, 234, 42, 0, 6, 0, 3, NWIRE
4118, 10, 0, 224, 47, 0, 8, 0, 1, NWIRE
591, 0, 0, 29, 11, 0, 3, 0, 3, NWIRE
662, 0, 0, 30, 20, 0, 3, 0, 1, NWIRE
1643, 0, 0, 78, 33, 1, 3, 0, 0, NWIRE
599, 0, 0, 36, 9, 0, 1, 0, 1, NWIRE
7401, 0, 0, 465, 93, 1, 17, 0, 3, NWIRE
6573, 80, 141, 378, 67, 0, 3, 0, 0, NWIRE
8603, 64, 143, 445, 87, 0, 1, 0, 1, NWIRE
5522, 74, 95, 260, 64, 1, 4, 0, 0, NWIRE
9016, 168, 149, 338, 95, 0, 1, 0, 0, NWIRE
1687, 78, 21, 105, 19, 1, 1, 0, 0, NWIRE
2912, 34, 63, 174, 38, 0, 0, 0, 0, NWIRE
2242, 38, 66, 125, 25, 0, 0, 0, 0, NWIRE
2156, 0, 66, 88, 26, 0, 0, 0, 0, NWIRE
3515, 48, 58, 158, 29, 0, 0, 0, 0, NWIRE
2618, 36, 29, 103, 34, 0, 1, 0, 0, NWIRE
1764, 96, 22, 94, 18, 1, 0, 0, 0, NWIRE
2027, 36, 34, 106, 17, 0, 0, 0, 0, NWIRE
2125, 28, 34, 109, 20, 0, 0, 0, 0, NWIRE
3062, 30, 44, 133, 23, 0, 0, 0, 0, NWIRE
2206, 42, 56, 125, 23, 0, 1, 0, 0, NWIRE
1970, 60, 33, 110, 18, 0, 1, 0, 0, NWIRE
899, 24, 11, 54, 11, 0, 0, 0, 0, NWIRE
1322, 68, 28, 63, 35, 0, 0, 0, 0, NWIRE
1004, 8, 20, 50, 6, 0, 0, 0, 0, NWIRE
936, 24, 21, 57, 10, 0, 0, 0, 0, NWIRE
2608, 86, 36, 169, 41, 0, 3, 0, 0, NWIRE
3468, 48, 69, 163, 61, 0, 5, 0, 0, NWIRE
3183, 42, 39, 122, 28, 0, 0, 0, 0, NWIRE
4741, 40, 36, 241, 64, 0, 0, 0, 0, NWIRE
915, 44, 14, 55, 5, 0, 0, 0, 0, NWIRE
5403, 32, 77, 269, 42, 2, 0, 0, 0, NWIRE
4303, 58, 55, 200, 43, 0, 1, 0, 0, NWIRE
6509, 124, 80, 345, 75, 0, 2, 0, 0, NWIRE
4422, 94, 56, 252, 56, 0, 1, 0, 0, NWIRE
6197, 136, 59, 287, 71, 0, 2, 0, 0, NWIRE
7510, 154, 274, 405, 78, 0, 2, 0, 0, NWIRE
3476, 148, 51, 133, 31, 0, 2, 0, 0, NWIRE
4846, 142, 46, 262, 61, 0, 3, 0, 0, NWIRE
1903, 12, 35, 76, 9, 0, 3, 0, 0, NWIRE
3352, 50, 65, 130, 36, 0, 0, 0, 0, NWIRE
51, 0, 3, 3, 1, 2, 0, 1, 0, BN
708, 0, 19, 38, 7, 2, 0, 1, 0, BN
980, 28, 30, 60, 8, 0, 0, 0, 0, BN
1046, 18, 16, 46, 7, 1, 0, 0, 0, BN
778, 4, 21, 40, 8, 0, 0, 0, 0, BN
667, 16, 6, 36, 9, 0, 0, 0, 0, BN
805, 12, 20, 28, 7, 0, 0, 0, 0, BN
606, 4, 17, 28, 5, 0, 0, 0, 0, BN
681, 24, 10, 41, 5, 0, 0, 0, 0, BN
4808, 96, 77, 272, 58, 5, 2, 5, 0, BN
8607, 84, 158, 460, 83, 4, 3, 3, 0, BN
5139, 72, 94, 268, 45, 6, 3, 6, 0, BN
2495, 16, 40, 143, 28, 4, 1, 3, 0, BN
6370, 20, 127, 315, 64, 4, 2, 2, 0, BN
4348, 46, 176, 190, 28, 4, 2, 2, 0, BN
3477, 40, 170, 124, 18, 4, 3, 3, 0, BN
4352, 68, 70, 239, 54, 3, 1, 2, 0, BN
7193, 38, 192, 411, 95, 3, 3, 2, 0, BN
10223, 0, 0, 692, 120, 6, 9, 1, 6, NWIRE
1744, 0, 0, 108, 16, 1, 0, 0, 0, NWIRE
8544, 0, 0, 580, 101, 2, 6, 0, 2, NWIRE
6132, 0, 3, 415, 56, 2, 6, 0, 1, NWIRE
2844, 0, 3, 164, 40, 1, 2, 0, 1, NWIRE
394, 0, 0, 23, 2, 0, 0, 0, 0, NWIRE
6190, 0, 0, 442, 85, 1, 3, 0, 1, NWIRE
2721, 0, 0, 183, 27, 1, 2, 0, 1, NWIRE
11506, 0, 0, 747, 140, 2, 10, 0, 0, NWIRE
3743, 0, 0, 211, 35, 3, 4, 0, 0, NWIRE
3045, 0, 0, 207, 39, 0, 1, 0, 1, NWIRE
1485, 0, 0, 95, 16, 3, 1, 0, 0, NWIRE
4653, 0, 0, 303, 43, 2, 11, 0, 2, NWIRE
2425, 0, 0, 147, 29, 1, 3, 0, 0, NWIRE
1858, 0, 0, 107, 25, 0, 2, 0, 1, NWIRE
603, 0, 0, 38, 5, 0, 0, 0, 1, NWIRE
586, 0, 0, 42, 9, 0, 0, 0, 0, NWIRE
348, 0, 0, 19, 5, 0, 0, 0, 0, NWIRE
522, 0, 0, 32, 6, 0, 1, 0, 0, NWIRE
1965, 0, 0, 106, 23, 0, 7, 0, 1, NWIRE
2289, 0, 0, 141, 31, 0, 3, 0, 1, NWIRE
2832, 0, 0, 165, 36, 2, 4, 0, 0, NWIRE
1582, 0, 0, 105, 16, 0, 1, 0, 0, NWIRE
759, 0, 0, 40, 14, 0, 0, 0, 0, NWIRE
4286, 0, 0, 288, 58, 0, 4, 2, 1, NWIRE
2086, 0, 0, 148, 31, 0, 5, 0, 1, NWIRE
1199, 0, 0, 93, 14, 0, 1, 0, 3, NWIRE
2905, 0, 0, 206, 40, 6, 2, 0, 2, NWIRE
1631, 0, 0, 121, 24, 1, 0, 0, 0, NWIRE
512, 0, 0, 34, 7, 1, 0, 0, 0, NWIRE
3543, 0, 0, 184, 36, 4, 4, 0, 1, NWIRE
1362, 0, 0, 68, 13, 0, 1, 0, 1, NWIRE
399, 0, 0, 29, 7, 0, 2, 0, 0, NWIRE
809, 0, 0, 49, 15, 0, 2, 0, 1, NWIRE
521, 0, 0, 26, 10, 0, 2, 0, 0, NWIRE
838, 0, 0, 44, 9, 1, 1, 0, 1, NWIRE
2041, 0, 0, 95, 18, 1, 1, 0, 0, NWIRE
1857, 0, 0, 131, 25, 3, 2, 0, 0, NWIRE
3674, 0, 141, 201, 49, 0, 0, 1, 0, NWIRE
3152, 0, 145, 148, 23, 0, 2, 0, 1, NWIRE
4469, 0, 119, 297, 57, 0, 13, 0, 1, NWIRE
3049, 0, 96, 181, 37, 0, 4, 0, 0, NWIRE
4260, 0, 131, 194, 36, 1, 3, 0, 1, NWIRE
3630, 0, 113, 221, 32, 1, 2, 1, 0, NWIRE
4717, 0, 199, 248, 50, 1, 1, 1, 0, NWIRE
3403, 0, 106, 205, 42, 1, 3, 5, 1, NWIRE
4916, 0, 105, 233, 51, 1, 2, 0, 0, NWIRE
1975, 0, 40, 126, 21, 1, 0, 0, 0, NWIRE
4113, 0, 121, 276, 26, 2, 2, 2, 6, NWIRE
3568, 0, 149, 222, 46, 1, 0, 2, 2, NWIRE
5758, 0, 247, 335, 65, 1, 1, 0, 0, NWIRE
2599, 0, 112, 160, 15, 0, 1, 0, 2, NWIRE
1078, 0, 32, 72, 8, 0, 1, 0, 0, NWIRE
2910, 0, 56, 178, 31, 0, 1, 0, 0, NWIRE
2351, 0, 81, 136, 26, 2, 5, 0, 0, NWIRE
1375, 8, 29, 60, 24, 0, 0, 0, 0, NWIRE
1072, 2, 11, 36, 10, 0, 0, 0, 0, NWIRE
674, 0, 16, 32, 5, 0, 0, 0, 0, NWIRE
1526, 46, 23, 58, 12, 0, 0, 0, 0, NWIRE
697, 14, 23, 42, 5, 0, 0, 0, 0, NWIRE
2605, 12, 47, 89, 11, 0, 0, 0, 0, NWIRE
3954, 20, 31, 164, 21, 0, 0, 0, 0, NWIRE
4392, 8, 173, 232, 42, 0, 1, 0, 0, NWIRE
1110, 4, 34, 65, 14, 0, 0, 0, 0, NWIRE
906, 28, 44, 31, 14, 0, 0, 0, 0, NWIRE
2425, 50, 17, 100, 30, 0, 0, 0, 0, NWIRE
1380, 4, 11, 65, 15, 0, 0, 0, 0, NWIRE
1705, 0, 31, 68, 18, 0, 1, 0, 0, NWIRE
752, 24, 10, 34, 9, 0, 0, 0, 0, NWIRE
1422, 48, 23, 56, 8, 1, 0, 0, 0, NWIRE
2248, 30, 44, 97, 25, 0, 0, 0, 0, NWIRE
2334, 8, 59, 136, 37, 0, 0, 0, 0, NWIRE
3188, 58, 44, 186, 33, 0, 0, 0, 0, NWIRE
2019, 168, 21, 85, 15, 0, 0, 0, 0, NWIRE
2213, 34, 44, 103, 22, 0, 0, 0, 0, NWIRE
1, 0, 0, 0, 0, 0, 0, 0, 0, BN
1, 0, 0, 0, 0, 0, 0, 0, 0, BN
64, 0, 0, 6, 0, 0, 0, 0, 0, BN
386, 0, 0, 27, 2, 2, 1, 0, 0, BN
1219, 0, 0, 87, 18, 0, 0, 1, 0, BN
1820, 0, 0, 141, 26, 4, 2, 1, 0, BN
655, 0, 0, 52, 6, 5, 1, 0, 0, BN
595, 0, 0, 31, 9, 2, 1, 2, 0, BN
433, 0, 0, 24, 6, 1, 0, 0, 0, BN
2188, 0, 0, 124, 40, 6, 1, 0, 0, BN
462, 0, 0, 26, 7, 0, 0, 0, 0, BN
1496, 0, 0, 92, 16, 2, 0, 0, 0, BN
478, 0, 0, 27, 4, 1, 0, 0, 0, BN
441, 0, 0, 16, 5, 0, 0, 0, 0, BN
1630, 0, 0, 92, 15, 0, 0, 0, 0, BN
159, 0, 0, 11, 1, 0, 0, 0, 0, BN
1000, 0, 0, 70, 5, 2, 1, 0, 1, BN
627, 0, 0, 51, 5, 2, 1, 0, 0, BN
63, 0, 0, 3, 0, 0, 0, 0, 0, BN
102, 0, 0, 5, 2, 0, 0, 0, 0, BN
133, 0, 0, 6, 4, 0, 0, 0, 0, BN
300, 0, 0, 17, 1, 0, 0, 0, 0, BN
203, 0, 0, 12, 4, 0, 0, 0, 0, BN
209, 0, 0, 19, 1, 1, 0, 0, 0, BN
92, 0, 0, 6, 0, 0, 0, 0, 0, BN
102, 0, 0, 6, 1, 0, 0, 0, 0, BN
131, 0, 0, 6, 1, 0, 0, 0, 0, BN
125, 0, 0, 9, 0, 0, 0, 0, 0, BN
106, 0, 0, 5, 2, 0, 1, 0, 0, BN
95, 0, 0, 3, 1, 0, 0, 0, 0, BN
224, 0, 0, 12, 2, 0, 1, 0, 0, BN
227, 0, 0, 11, 3, 0, 0, 0, 0, BN
405, 0, 0, 23, 5, 1, 0, 0, 1, BN
314, 0, 0, 17, 5, 0, 0, 0, 0, BN
355, 0, 0, 17, 0, 0, 0, 0, 0, BN
175, 0, 0, 13, 1, 0, 1, 0, 0, BN
126, 0, 0, 8, 0, 0, 0, 0, 0, BN
216, 0, 0, 8, 2, 0, 0, 0, 0, BN
185, 0, 0, 7, 0, 0, 1, 0, 0, BN
163, 0, 0, 7, 2, 0, 0, 0, 0, BN
205, 0, 0, 14, 2, 0, 0, 0, 0, BN
197, 0, 0, 15, 2, 0, 0, 0, 0, BN
354, 0, 0, 24, 3, 0, 0, 0, 0, BN
386, 0, 0, 23, 4, 0, 0, 0, 0, BN
2200, 0, 0, 121, 24, 1, 1, 0, 0, BN
1477, 0, 0, 88, 9, 1, 2, 0, 1, BN
4859, 0, 0, 288, 47, 0, 6, 0, 6, NWIRE
1680, 0, 0, 82, 14, 0, 1, 0, 0, NWIRE
2293, 0, 0, 149, 28, 1, 5, 0, 2, NWIRE
1331, 0, 0, 88, 7, 0, 1, 0, 2, NWIRE
2631, 0, 0, 151, 26, 1, 9, 0, 3, NWIRE
1143, 0, 0, 64, 11, 0, 4, 0, 3, NWIRE
718, 0, 0, 46, 7, 0, 1, 0, 1, NWIRE
7867, 0, 0, 474, 79, 3, 16, 0, 3, NWIRE
3047, 0, 0, 185, 36, 1, 2, 0, 1, NWIRE
4682, 0, 0, 310, 55, 3, 7, 0, 5, NWIRE
5598, 10, 0, 313, 64, 3, 10, 0, 6, NWIRE
1278, 0, 0, 75, 15, 2, 2, 0, 0, NWIRE
749, 0, 0, 56, 3, 0, 4, 0, 0, NWIRE
2389, 0, 0, 135, 34, 4, 4, 0, 2, NWIRE
2930, 0, 0, 192, 40, 8, 8, 0, 3, NWIRE
863, 0, 0, 52, 12, 1, 1, 0, 0, NWIRE
4654, 0, 0, 277, 71, 5, 9, 2, 2, NWIRE
1618, 0, 0, 101, 29, 1, 4, 0, 0, NWIRE
3208, 0, 0, 183, 32, 0, 5, 0, 2, NWIRE
2952, 0, 0, 181, 20, 2, 6, 0, 4, NWIRE
2314, 0, 0, 117, 38, 2, 6, 0, 1, NWIRE
1542, 0, 0, 84, 27, 1, 3, 0, 0, NWIRE
6108, 0, 0, 351, 58, 0, 8, 0, 5, NWIRE
4343, 0, 0, 244, 43, 0, 5, 0, 2, NWIRE
1537, 0, 0, 96, 17, 1, 3, 0, 0, NWIRE
1397, 0, 0, 80, 11, 1, 1, 0, 0, NWIRE
1041, 0, 0, 50, 14, 0, 2, 0, 1, NWIRE
760, 0, 0, 34, 11, 0, 3, 0, 0, NWIRE
1310, 0, 0, 72, 26, 0, 5, 0, 0, NWIRE
3508, 0, 0, 165, 80, 1, 5, 0, 0, NWIRE
4455, 0, 0, 218, 61, 1, 10, 1, 2, NWIRE
4633, 0, 0, 285, 43, 2, 6, 0, 3, NWIRE
6250, 0, 0, 334, 71, 5, 13, 1, 1, NWIRE
2095, 0, 0, 141, 23, 0, 2, 1, 5, NWIRE
2651, 0, 0, 163, 50, 1, 6, 1, 6, NWIRE
2519, 0, 0, 130, 25, 3, 2, 0, 0, NWIRE
682, 0, 9, 27, 12, 0, 0, 0, 0, NWIRE
5591, 30, 59, 244, 47, 1, 3, 0, 0, NWIRE
763, 8, 25, 34, 13, 0, 0, 0, 0, NWIRE
2295, 36, 80, 104, 37, 0, 0, 0, 0, NWIRE
1620, 8, 42, 74, 22, 0, 0, 0, 0, NWIRE
1849, 26, 14, 112, 19, 0, 2, 0, 0, NWIRE
1776, 0, 39, 92, 15, 0, 0, 0, 0, NWIRE
1817, 4, 48, 77, 24, 1, 0, 0, 0, NWIRE
1105, 0, 14, 79, 5, 0, 0, 0, 0, NWIRE
798, 8, 14, 43, 17, 0, 0, 0, 0, NWIRE
1830, 58, 28, 103, 27, 0, 0, 0, 0, NWIRE
939, 24, 16, 60, 13, 0, 0, 0, 0, NWIRE
1239, 2, 26, 76, 14, 0, 0, 0, 0, NWIRE
187, 0, 5, 5, 6, 0, 0, 0, 0, NWIRE
617, 0, 1, 37, 13, 0, 1, 0, 1, NWIRE
1655, 0, 0, 80, 38, 1, 4, 0, 0, NWIRE
1042, 0, 0, 63, 22, 1, 2, 0, 0, NWIRE
2004, 0, 0, 109, 21, 1, 4, 0, 2, NWIRE
634, 0, 0, 36, 5, 0, 0, 0, 0, NWIRE
676, 0, 1, 47, 10, 0, 2, 0, 0, NWIRE
1142, 0, 0, 66, 20, 1, 2, 0, 2, NWIRE
338, 0, 0, 14, 3, 1, 0, 0, 0, NWIRE
1116, 0, 1, 60, 12, 0, 4, 0, 1, NWIRE
1315, 0, 0, 89, 14, 0, 2, 0, 0, NWIRE
338, 0, 0, 14, 3, 1, 0, 0, 0, NWIRE
1001, 0, 0, 88, 10, 3, 1, 0, 0, NWIRE
1831, 0, 0, 104, 18, 3, 2, 0, 0, NWIRE
1226, 0, 0, 61, 15, 1, 3, 0, 0, NWIRE
843, 0, 0, 37, 13, 0, 2, 0, 2, NWIRE
1788, 0, 0, 101, 15, 1, 3, 0, 0, NWIRE
1189, 0, 0, 65, 22, 1, 1, 0, 0, NWIRE
938, 0, 0, 54, 9, 1, 0, 0, 0, NWIRE
1383, 0, 0, 89, 17, 1, 0, 0, 2, NWIRE
177, 0, 0, 8, 2, 0, 1, 0, 1, NWIRE
1662, 0, 0, 117, 19, 1, 2, 0, 0, NWIRE
1370, 0, 0, 92, 19, 0, 3, 0, 4, NWIRE
806, 0, 0, 47, 8, 1, 1, 0, 1, NWIRE
5003, 0, 0, 291, 60, 11, 11, 0, 2, NWIRE
879, 0, 0, 64, 13, 2, 0, 0, 0, NWIRE
1786, 0, 0, 115, 13, 1, 4, 0, 4, NWIRE
1610, 0, 0, 106, 27, 2, 4, 0, 2, NWIRE
1422, 0, 2, 74, 16, 4, 0, 0, 1, NWIRE
568, 0, 0, 32, 4, 0, 1, 0, 1, NWIRE
603, 0, 0, 37, 5, 0, 0, 0, 0, NWIRE
1867, 0, 0, 124, 22, 0, 3, 0, 1, NWIRE
2495, 0, 0, 140, 35, 5, 6, 0, 2, NWIRE
1669, 0, 0, 104, 22, 0, 1, 0, 1, NWIRE
3213, 0, 0, 204, 35, 0, 1, 0, 1, NWIRE
1661, 0, 0, 90, 22, 0, 3, 0, 0, NWIRE
4535, 0, 0, 273, 50, 5, 2, 0, 1, NWIRE
2858, 0, 0, 189, 31, 0, 4, 0, 2, NWIRE
6399, 0, 210, 314, 79, 2, 6, 3, 1, NWIRE
4647, 0, 100, 264, 31, 0, 3, 1, 0, NWIRE
4647, 0, 100, 264, 31, 0, 3, 1, 0, NWIRE
5006, 0, 114, 252, 51, 0, 5, 1, 0, NWIRE
5006, 0, 114, 252, 51, 0, 5, 1, 0, NWIRE
6605, 0, 153, 373, 67, 1, 3, 2, 0, NWIRE
6605, 0, 153, 373, 67, 1, 3, 2, 0, NWIRE
2656, 0, 81, 151, 35, 0, 1, 1, 0, NWIRE
2656, 0, 81, 151, 35, 0, 1, 1, 0, NWIRE
3039, 0, 84, 221, 38, 0, 1, 0, 0, NWIRE
3039, 0, 84, 221, 38, 0, 1, 0, 0, NWIRE
4491, 0, 131, 275, 54, 1, 2, 1, 1, NWIRE
418, 0, 0, 32, 6, 0, 0, 0, 0, BN
